Date,Country,Opponent,Manager1,Captain1,Manager2,Captain2,VenueName
2018-10-13,Germany,Netherlands, Ronald Koeman, Virgil van Dijk, Joachim Löw, Manuel Neuer,"Johan Cruyff ArenA, Amsterdam"
